open_time,open,high,low,close,volume
2024-01-01T00:00:00Z,42000.0,42051.73251931632,41851.859848419605,41899.48484394996,1218.6507080861768
2024-01-01T01:00:00Z,41899.48484394996,41958.93234581498,41753.70007567162,41814.28914831813,1268.6843594563898
2024-01-01T02:00:00Z,41814.28914831813,41833.51862162135,41814.050601022354,41815.814394359135,1056.5700374481617
2024-01-01T03:00:00Z,41815.814394359135,41846.61800075252,41756.283067719865,41841.42314351377,848.3790746498295
2024-01-01T04:00:00Z,41841.42314351377,41844.59829976261,41686.41453826844,41761.23162893364,1608.0316279534413
2024-01-01T05:00:00Z,41761.23162893364,41919.93524188086,41758.67637448351,41873.74348520668,993.3940195308926
2024-01-01T06:00:00Z,41873.74348520668,41882.42922099608,41801.611871846566,41873.00918063087,1052.6699612649993
2024-01-01T07:00:00Z,41873.00918063087,41934.32238887289,41760.08731506078,41769.45309765431,1891.9157946804482
2024-01-01T08:00:00Z,41769.45309765431,41810.85331327735,41729.67226906085,41755.391375855004,1227.0554581779716
2024-01-01T09:00:00Z,41755.391375855004,41758.176842356464,41596.52258627917,41661.464005094655,852.2991807157919
2024-01-01T10:00:00Z,41661.464005094655,41761.18397621313,41588.806330281244,41745.54181007145,1840.948745511423
2024-01-01T11:00:00Z,41745.54181007145,41879.188993974734,41701.98438188163,41821.9795455157,1594.6360648154484
2024-01-01T12:00:00Z,41821.9795455157,41857.70394972347,41646.69655040299,41708.722906780444,801.6191349316141
2024-01-01T13:00:00Z,41708.722906780444,41902.24011923119,41678.002779988405,41835.67314053679,1047.8308195752093
2024-01-01T14:00:00Z,41835.67314053679,41864.60646686941,41746.45642442681,41821.06962892342,1079.8899151277315
2024-01-01T15:00:00Z,41821.06962892342,41828.06431882698,41625.263385626975,41679.12032808468,1989.235110384134
2024-01-01T16:00:00Z,41679.12032808468,41715.985798496,41636.64124034373,41677.923557721006,1622.2640297059659
2024-01-01T17:00:00Z,41677.923557721006,41723.5911620698,41552.796938813815,41594.53346391354,1433.934082605425
2024-01-01T18:00:00Z,41594.53346391354,41607.29035264576,41472.62112635988,41498.73667171112,1890.6104117525167
2024-01-01T19:00:00Z,41498.73667171112,41543.52941469905,41429.72465125823,41452.72069778967,654.9098436015742
2024-01-01T20:00:00Z,41452.72069778967,41513.74788592723,41264.13748670883,41322.41388077172,1062.313331215289
2024-01-01T21:00:00Z,41322.41388077172,41428.11205221583,41255.01155818622,41377.41941857227,1937.4201771790497
2024-01-01T22:00:00Z,41377.41941857227,41451.60264075609,41277.41658414563,41349.52381654968,1385.7781925901336
2024-01-01T23:00:00Z,41349.52381654968,41501.293102138705,41321.35680551951,41464.474712633855,870.8116852077185
2024-01-02T00:00:00Z,41464.474712633855,41589.490036547686,41459.27457630803,41577.31809405186,1707.9226643681209
2024-01-02T01:00:00Z,41577.31809405186,41695.731050101385,41514.54318348566,41659.493080819804,578.2604424652513
2024-01-02T02:00:00Z,41659.493080819804,41681.23368018837,41555.41971395342,41586.88606423797,755.9445134683542
2024-01-02T03:00:00Z,41586.88606423797,41612.2422431431,41390.28555331408,41457.72144345938,1975.1705916732417
2024-01-02T04:00:00Z,41457.72144345938,41567.39875205043,41438.80533361829,41531.47576240107,1938.3163077784739
2024-01-02T05:00:00Z,41531.47576240107,41593.80974174218,41529.353305288234,41539.16410423795,818.1372459915158
2024-01-02T06:00:00Z,41539.16410423795,41700.28461636028,41473.05514411863,41640.64324348934,1402.0336729224396
2024-01-02T07:00:00Z,41640.64324348934,41684.22870686192,41554.76733825553,41618.4679921346,961.96591264153
2024-01-02T08:00:00Z,41618.4679921346,41649.46706710011,41560.848808407565,41628.768431555865,515.3503311689857
2024-01-02T09:00:00Z,41628.768431555865,41755.90613475437,41627.005882015226,41684.3580518612,1390.529807576943
2024-01-02T10:00:00Z,41684.3580518612,41791.391876384034,41640.53253775637,41727.5157208312,885.7951501363432
2024-01-02T11:00:00Z,41727.5157208312,41799.41919088481,41631.2771018546,41699.19761463804,700.3066667389162
2024-01-02T12:00:00Z,41699.19761463804,41706.243026805954,41575.750578051026,41577.64935328681,1170.2831922413236
2024-01-02T13:00:00Z,41577.64935328681,41642.69956546095,41420.74789538451,41469.89714056545,689.7920627596898
2024-01-02T14:00:00Z,41469.89714056545,41505.815492292786,41432.85713332739,41481.49472611411,829.4118861243244
2024-01-02T15:00:00Z,41481.49472611411,41495.29045799621,41352.983056175486,41381.318860035324,1564.9627940080873
2024-01-02T16:00:00Z,41381.318860035324,41399.79327235297,41328.00315674115,41396.32966566539,1810.8034776027737
2024-01-02T17:00:00Z,41396.32966566539,41537.9087269403,41395.74295234334,41478.604315084296,1195.8195663742301
2024-01-02T18:00:00Z,41478.604315084296,41535.89832223304,41334.504455602975,41347.651741661066,1567.2314006833437
2024-01-02T19:00:00Z,41347.651741661066,41399.90672354683,41250.00223058653,41273.52352656567,562.8667240371299
2024-01-02T20:00:00Z,41273.52352656567,41296.72939531246,41172.62825397966,41240.184831150196,942.5405243516215
2024-01-02T21:00:00Z,41240.184831150196,41282.3211259374,41169.068553254525,41241.121201053,647.845110432262
2024-01-02T22:00:00Z,41241.121201053,41309.59100269219,41186.02825499081,41271.47506099925,1950.6669959073747
2024-01-02T23:00:00Z,41271.47506099925,41323.933567239605,41175.088222895785,41214.522222306325,1341.0152329827006
2024-01-03T00:00:00Z,41214.522222306325,41275.623846299175,41010.37582925188,41083.639406922484,1032.8387811628904
2024-01-03T01:00:00Z,41083.639406922484,41158.130703865914,41020.998432492415,41029.068895919554,614.1620984492407
2024-01-03T02:00:00Z,41029.068895919554,41090.14358856802,40844.07494332972,40901.06845612641,1172.088326942659
2024-01-03T03:00:00Z,40901.06845612641,40938.96923820572,40852.71995012336,40937.48579798542,1163.955108868481
2024-01-03T04:00:00Z,40937.48579798542,40971.918842810745,40907.37225903268,40942.7137195451,838.2288928137937
2024-01-03T05:00:00Z,40942.7137195451,40975.257410816295,40788.83043765689,40807.359706537594,1556.268836439485
2024-01-03T06:00:00Z,40807.359706537594,40956.83054416348,40773.1602956012,40902.54856729208,854.6554714322743
2024-01-03T07:00:00Z,40902.54856729208,40939.05741575123,40820.78390226697,40868.170666022954,1944.6875377111273
2024-01-03T08:00:00Z,40868.170666022954,40904.14870975771,40706.901173055914,40743.79254148213,1575.7603601134301
2024-01-03T09:00:00Z,40743.79254148213,40919.402024109506,40696.78196831519,40860.938367142146,1637.7885783409909
2024-01-03T10:00:00Z,40860.938367142146,40975.76491721406,40808.51141921676,40911.34697351724,1524.4629747665565
2024-01-03T11:00:00Z,40911.34697351724,40980.097892266225,40805.99240158926,40834.93884615243,1422.064606642531
2024-01-03T12:00:00Z,40834.93884615243,41004.66710969913,40760.74819495036,40932.38926758461,509.5782484323301
2024-01-03T13:00:00Z,40932.38926758461,40955.76921513278,40846.83242152385,40876.17414569409,718.1322920027903
2024-01-03T14:00:00Z,40876.17414569409,40898.11101190131,40853.47896736789,40892.14725509284,1915.286466949675
2024-01-03T15:00:00Z,40892.14725509284,40999.53007580053,40884.030884472166,40964.85390322573,1934.0025056128434
2024-01-03T16:00:00Z,40964.85390322573,41041.47541559318,40939.706872515315,41026.03902126008,1462.3659392633476
2024-01-03T17:00:00Z,41026.03902126008,41100.09356204916,40954.69613444602,41080.52835933503,983.1677732766466
2024-01-03T18:00:00Z,41080.52835933503,41143.93121787947,40995.294477384705,41006.80002803357,1521.7448380632222
2024-01-03T19:00:00Z,41006.80002803357,41051.647709232675,40895.95851176086,40916.764340434354,1068.4929507653821
2024-01-03T20:00:00Z,40916.764340434354,41084.00636730674,40883.998265862196,41048.98394198953,1425.6385527449243
2024-01-03T21:00:00Z,41048.98394198953,41062.05994265075,40954.32459325766,40983.172172331775,908.6026597651667
2024-01-03T22:00:00Z,40983.172172331775,41055.2311643536,40887.13095929066,40889.70918875745,1715.6497422173024
2024-01-03T23:00:00Z,40889.70918875745,41072.97906175245,40888.28509945521,41020.13413650847,1251.8030544372527
2024-01-04T00:00:00Z,41020.13413650847,41065.72378922628,40829.384105042605,40881.91468996446,860.3409788475396
2024-01-04T01:00:00Z,40881.91468996446,40922.74503307749,40727.1063552153,40734.195271576355,963.4439333189582
